variable,variable_num
stop_points_location_afrin.bulbul.raju.sharan.ain_al_arab.lower_shyookh.sarin.a_rima.dayr_hafir.rasm_haram_el_imam.aghtrin.tall_refaat.ghandorah.abu_qalqal.al_khafsa.maskana.menbij.areesheh.hole.markada.tal_tamer.al_malikeyyeh.ya_robiyah.quamishli.darbasiyah.karama.al_thawrah.mansura.ein_issa.suluk.tell_abiad.hajin.susat.thiban.basira.kisreh.muhasan.sur.tabni.other,
stop_points_location_afrin.bulbul.raju.sharan.sheikh_el_hadid.ain_al_arab.a_rima.ar_raee.hajeb.khanaser.azaz.mare.nabul.ghandorah.jarablus.daret_azza.hadher.tall_ed_daman.abu_qalqal.shadadah.tal_tamer.al_malikeyyeh.jawadiyah.ya_robiyah.qahtaniyyeh.ras_al_ain.karama.sabka.mansura.tell_abiad.abu_kamal.hajin.thiban.khasham.tabni,
stop_points_location_afrin.bulbul.raju.sharan.sheikh_el_hadid.al_bab.a_rima.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.khanaser.nabul.suran.ghandorah.jarablus.daret_azza.haritan.jebel_saman.tall_ed_daman.abu_qalqal.maskana.menbij.areesheh.hole.tal_tamer.al_malikeyyeh.jawadiyah.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.maadan.mansura.ein_issa.tell_abiad.abu_kamal.jalaa.susat.ashara.thiban.khasham.kisreh.muhasan.sur.tabni,
stop_points_location_afrin.bulbul.raju.sheikh_el_hadid.ain_al_arab.lower_shyookh.a_rima.ar_raee.eastern_kwaires..rasm_haram_el_imam.hajeb.azaz.mare.nabul.suran.jarablus.atareb.daret_azza.hadher.tall_ed_daman.al_khafsa.maskana.al_hasakeh.hole.tal_tamer.jawadiyah.tal_hmis.ras_al_ain.karama.sabka.al_thawrah.jurneyyeh.ein_issa.abu_kamal.jalaa.al_mayadin.ashara.thiban.basira.deir_ez_zor.other,
stop_points_location_afrin.bulbul.raju.sheikh_el_hadid.ain_al_arab.lower_shyookh.sarin.al_bab.a_rima.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.banan.hajeb.nabul.suran.ghandorah.jarablus.daret_azza.hadher.haritan.tall_ed_daman.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.shadadah.tal_tamer.jawadiyah.ya_robiyah.amuda.qahtaniyyeh.tal_hmis.darbasiyah.ar_raqqa.karama.sabka.al_thawrah.ein_issa.abu_kamal.al_mayadin.thiban.deir_ez_zor.khasham.kisreh.muhasan.sur.tabni.other,
stop_points_location_afrin.bulbul.sarin.al_bab.dayr_hafir.tadaf.as_safira.aghtrin.mare.suran.ghandorah.atareb.daret_azza.tall_ed_daman.zarbah.abu_qalqal.al_khafsa.maskana.areesheh.hole.shadadah.tal_tamer.al_malikeyyeh.ya_robiyah.tal_hmis.darbasiyah.ras_al_ain.karama.maadan.al_thawrah.jurneyyeh.mansura.suluk.tell_abiad.hajin.deir_ez_zor.khasham.sur,
stop_points_location_afrin.bulbul.sarin.ar_raee.dayr_hafir.tadaf.khanaser.azaz.nabul.tall_refaat.ghandorah.jarablus.daret_azza.hadher.al_khafsa.areesheh.markada.shadadah.tal_tamer.al_malikeyyeh.jawadiyah.qahtaniyyeh.quamishli.darbasiyah.ar_raqqa.karama.sabka.al_thawrah.jurneyyeh.tell_abiad.abu_kamal.ashara.basira.deir_ez_zor.khasham.kisreh.muhasan.tabni,
stop_points_location_afrin.bulbul.sharan.sheikh_el_hadid.ain_al_arab.al_bab.a_rima.ar_raee.dayr_hafir.eastern_kwaires..banan.khanaser.aghtrin.azaz.suran.tall_refaat.atareb.daret_azza.hadher.zarbah.abu_qalqal.al_khafsa.maskana.areesheh.ber_al_hulo_al_wardeyyeh.shadadah.tal_tamer.jawadiyah.ya_robiyah.qahtaniyyeh.darbasiyah.ras_al_ain.karama.al_thawrah.ein_issa.suluk.tell_abiad.abu_kamal.susat.ashara.thiban.basira.other,
stop_points_location_afrin.bulbul.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.sarin.al_bab.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.banan.hajeb.aghtrin.suran.tall_refaat.ghandorah.atareb.daret_azza.hadher.jebel_saman.zarbah.al_hasakeh.hole.markada.tal_tamer.jawadiyah.ya_robiyah.quamishli.tal_hmis.ras_al_ain.mansura.suluk.tell_abiad.abu_kamal.ashara.thiban.basira.deir_ez_zor.kisreh.muhasan.tabni.other,
stop_points_location_afrin.bulbul.sheikh_el_hadid.ain_al_arab.sarin.al_bab.a_rima.eastern_kwaires..tadaf.banan.hajeb.aghtrin.mare.suran.tall_refaat.atareb.daret_azza.jebel_saman.zarbah.al_khafsa.maskana.menbij.al_hasakeh.tal_tamer.al_malikeyyeh.jawadiyah.amuda.qahtaniyyeh.quamishli.ar_raqqa.karama.maadan.sabka.jurneyyeh.suluk.abu_kamal.jalaa.susat.ashara.basira.sur,
stop_points_location_afrin.jandairis.ma_btali.ain_al_arab.sarin.a_rima.rasm_haram_el_imam.khanaser.aghtrin.suran.tall_refaat.ghandorah.atareb.jebel_saman.abu_qalqal.maskana.al_hasakeh.shadadah.jawadiyah.ya_robiyah.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.al_thawrah.jurneyyeh.mansura.ein_issa.suluk.tell_abiad.susat.al_mayadin.thiban,
stop_points_location_afrin.jandairis.ma_btali.lower_shyookh.sarin.eastern_kwaires..rasm_haram_el_imam.banan.khanaser.aghtrin.azaz.suran.jarablus.atareb.hadher.haritan.tall_ed_daman.zarbah.abu_qalqal.maskana.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.markada.shadadah.al_malikeyyeh.jawadiyah.ras_al_ain.maadan.al_thawrah.mansura.ein_issa.suluk.thiban.tabni.other,
stop_points_location_afrin.jandairis.ma_btali.raju.sharan.ain_al_arab.dayr_hafir.tadaf.as_safira.azaz.mare.nabul.ghandorah.atareb.hadher.tall_ed_daman.zarbah.menbij.hole.shadadah.jawadiyah.ya_robiyah.amuda.darbasiyah.ras_al_ain.ar_raqqa.karama.jurneyyeh.ein_issa.suluk.tell_abiad.abu_kamal.jalaa.susat.thiban.deir_ez_zor.khasham.kisreh.tabni,
stop_points_location_afrin.jandairis.ma_btali.raju.sharan.ain_al_arab.lower_shyookh.al_bab.eastern_kwaires..rasm_haram_el_imam.tadaf.banan.hajeb.azaz.mare.ghandorah.atareb.daret_azza.hadher.jebel_saman.maskana.tal_tamer.jawadiyah.ya_robiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.ras_al_ain.sabka.mansura.ein_issa.abu_kamal.hajin.susat.thiban.basira.kisreh.muhasan.other,
stop_points_location_afrin.jandairis.ma_btali.raju.sharan.sarin.al_bab.dayr_hafir.eastern_kwaires..banan.hajeb.aghtrin.mare.nabul.suran.daret_azza.haritan.tall_ed_daman.menbij.al_hasakeh.ber_al_hulo_al_wardeyyeh.tal_tamer.jawadiyah.ya_robiyah.tal_hmis.karama.maadan.al_thawrah.jurneyyeh.mansura.ein_issa.susat.al_mayadin.ashara.sur.tabni.other,
stop_points_location_afrin.jandairis.ma_btali.raju.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.al_bab.tadaf.banan.hajeb.khanaser.azaz.mare.nabul.tall_refaat.daret_azza.jebel_saman.tall_ed_daman.al_khafsa.maskana.al_hasakeh.ber_al_hulo_al_wardeyyeh.tal_tamer.al_malikeyyeh.jawadiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ar_raqqa.karama.maadan.jurneyyeh.ein_issa.suluk.hajin.jalaa.basira.kisreh.tabni,
stop_points_location_afrin.jandairis.ma_btali.sharan.ain_al_arab.lower_shyookh.a_rima.rasm_haram_el_imam.tadaf.hajeb.khanaser.azaz.suran.tall_refaat.jarablus.hadher.tall_ed_daman.zarbah.markada.tal_tamer.jawadiyah.ya_robiyah.amuda.darbasiyah.ras_al_ain.ar_raqqa.karama.jurneyyeh.ein_issa.tell_abiad.abu_kamal.hajin.jalaa.basira.deir_ez_zor.muhasan.sur.tabni,
stop_points_location_afrin.jandairis.ma_btali.sharan.ain_al_arab.lower_shyookh.sarin.al_bab.a_rima.ar_raee.eastern_kwaires..rasm_haram_el_imam.tadaf.banan.hajeb.khanaser.mare.suran.ghandorah.jarablus.daret_azza.haritan.tall_ed_daman.zarbah.abu_qalqal.maskana.menbij.al_hasakeh.markada.shadadah.tal_tamer.al_malikeyyeh.ya_robiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.karama.jurneyyeh.tell_abiad.abu_kamal.jalaa.al_mayadin.ashara.basira.khasham.tabni.other,
stop_points_location_afrin.jandairis.ma_btali.sharan.sheikh_el_hadid.ain_al_arab.al_bab.a_rima.ar_raee.eastern_kwaires..rasm_haram_el_imam.as_safira.banan.hajeb.aghtrin.ghandorah.jarablus.atareb.hadher.tall_ed_daman.zarbah.al_hasakeh.areesheh.markada.tal_tamer.al_malikeyyeh.tal_hmis.ar_raqqa.karama.sabka.hajin.susat.thiban.basira.kisreh.tabni.other,
stop_points_location_afrin.jandairis.ma_btali.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.ar_raee.as_safira.banan.azaz.ghandorah.atareb.hadher.jebel_saman.tall_ed_daman.maskana.al_hasakeh.markada.shadadah.jawadiyah.ya_robiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.karama.jurneyyeh.suluk.tell_abiad.abu_kamal.jalaa.susat.al_mayadin.thiban.basira.kisreh,
stop_points_location_afrin.jandairis.ma_btali.sharan.sheikh_el_hadid.sarin.a_rima.eastern_kwaires..tadaf.as_safira.khanaser.aghtrin.azaz.nabul.suran.ghandorah.daret_azza.hadher.jebel_saman.tall_ed_daman.abu_qalqal.al_khafsa.maskana.ya_robiyah.amuda.qahtaniyyeh.tal_hmis.darbasiyah.tell_abiad.abu_kamal.jalaa.susat.khasham.sur.tabni.other,
stop_points_location_afrin.jandairis.ma_btali.sheikh_el_hadid.ain_al_arab.sarin.al_bab.dayr_hafir.rasm_haram_el_imam.tadaf.as_safira.hajeb.suran.jarablus.hadher.jebel_saman.tall_ed_daman.abu_qalqal.maskana.al_hasakeh.ber_al_hulo_al_wardeyyeh.markada.tal_tamer.al_malikeyyeh.ya_robiyah.quamishli.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.sabka.al_thawrah.mansura.ein_issa.suluk.tell_abiad.abu_kamal.hajin.susat.al_mayadin.thiban.muhasan.sur.other,
stop_points_location_afrin.jandairis.ma_btali.sheikh_el_hadid.al_bab.ar_raee.rasm_haram_el_imam.tadaf.as_safira.banan.hajeb.khanaser.azaz.nabul.ghandorah.atareb.haritan.jebel_saman.tall_ed_daman.zarbah.al_khafsa.maskana.menbij.areesheh.ber_al_hulo_al_wardeyyeh.markada.tal_tamer.qahtaniyyeh.quamishli.tal_hmis.ar_raqqa.maadan.sabka.al_thawrah.tell_abiad.abu_kamal.ashara.kisreh.muhasan.sur,
stop_points_location_afrin.jandairis.raju.ain_al_arab.al_bab.a_rima.ar_raee.rasm_haram_el_imam.as_safira.banan.hajeb.aghtrin.nabul.suran.tall_refaat.ghandorah.jarablus.atareb.daret_azza.hadher.jebel_saman.tall_ed_daman.zarbah.abu_qalqal.areesheh.markada.shadadah.tal_hmis.ras_al_ain.ar_raqqa.karama.sabka.jurneyyeh.mansura.ein_issa.tell_abiad.hajin.thiban.basira.khasham.kisreh.sur,
stop_points_location_afrin.jandairis.raju.ain_al_arab.al_bab.a_rima.rasm_haram_el_imam.tadaf.banan.mare.suran.jarablus.jebel_saman.al_khafsa.markada.tal_tamer.jawadiyah.quamishli.maadan.sabka.al_thawrah.mansura.ein_issa.suluk.tell_abiad.abu_kamal.hajin.al_mayadin.ashara.thiban.kisreh.muhasan.sur.tabni.other,
stop_points_location_afrin.jandairis.raju.ain_al_arab.lower_shyookh.al_bab.ar_raee.dayr_hafir.rasm_haram_el_imam.hajeb.khanaser.suran.tall_refaat.ghandorah.daret_azza.hadher.haritan.jebel_saman.tall_ed_daman.zarbah.abu_qalqal.maskana.ber_al_hulo_al_wardeyyeh.ya_robiyah.amuda.ar_raqqa.sabka.jurneyyeh.ein_issa.tell_abiad.al_mayadin.khasham.kisreh.muhasan.tabni.other,
stop_points_location_afrin.jandairis.raju.lower_shyookh.al_bab.dayr_hafir.eastern_kwaires..banan.hajeb.aghtrin.nabul.suran.ghandorah.jarablus.daret_azza.hadher.haritan.jebel_saman.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.shadadah.tal_tamer.al_malikeyyeh.ya_robiyah.qahtaniyyeh.tal_hmis.mansura.ein_issa.suluk.abu_kamal.hajin.jalaa.ashara.thiban.khasham,
stop_points_location_afrin.jandairis.raju.sharan.ain_al_arab.lower_shyookh.dayr_hafir.rasm_haram_el_imam.tadaf.as_safira.hajeb.khanaser.nabul.suran.ghandorah.jarablus.hadher.haritan.jebel_saman.tall_ed_daman.abu_qalqal.menbij.al_hasakeh.markada.shadadah.tal_tamer.al_malikeyyeh.ya_robiyah.qahtaniyyeh.sabka.al_thawrah.jurneyyeh.mansura.tell_abiad.hajin.jalaa.susat.al_mayadin.thiban.deir_ez_zor.khasham.tabni,
stop_points_location_afrin.jandairis.raju.sharan.dayr_hafir.eastern_kwaires..khanaser.aghtrin.mare.nabul.suran.haritan.jebel_saman.al_khafsa.maskana.al_hasakeh.hole.tal_tamer.jawadiyah.ya_robiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ar_raqqa.karama.al_thawrah.mansura.tell_abiad.al_mayadin.deir_ez_zor.khasham.muhasan.sur.other,
stop_points_location_afrin.jandairis.raju.sharan.lower_shyookh.al_bab.ar_raee.dayr_hafir.rasm_haram_el_imam.as_safira.banan.hajeb.khanaser.aghtrin.suran.tall_refaat.ghandorah.atareb.hadher.haritan.tall_ed_daman.maskana.menbij.al_hasakeh.shadadah.al_malikeyyeh.amuda.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.tell_abiad.jalaa.ashara.thiban.deir_ez_zor.khasham.kisreh.muhasan,
stop_points_location_afrin.jandairis.raju.sharan.sheikh_el_hadid.ain_al_arab.sarin.al_bab.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.hajeb.khanaser.aghtrin.azaz.mare.nabul.tall_refaat.ghandorah.daret_azza.jebel_saman.zarbah.abu_qalqal.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.tal_tamer.al_malikeyyeh.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.karama.maadan.sabka.tell_abiad.abu_kamal.hajin.jalaa.susat.al_mayadin.ashara.thiban.deir_ez_zor.khasham.other,
stop_points_location_afrin.jandairis.raju.sheikh_el_hadid.ain_al_arab.sarin.al_bab.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.banan.khanaser.aghtrin.azaz.mare.nabul.tall_refaat.ghandorah.atareb.hadher.haritan.tall_ed_daman.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.shadadah.al_malikeyyeh.ya_robiyah.amuda.quamishli.darbasiyah.ar_raqqa.maadan.sabka.ein_issa.suluk.jalaa.susat.ashara.basira.muhasan.tabni.other,
stop_points_location_afrin.jandairis.sharan.sarin.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.khanaser.aghtrin.azaz.mare.suran.tall_refaat.ghandorah.jarablus.daret_azza.hadher.abu_qalqal.al_khafsa.al_hasakeh.areesheh.markada.shadadah.tal_tamer.ya_robiyah.amuda.quamishli.karama.sabka.jurneyyeh.jalaa.al_mayadin.ashara.thiban.basira,
stop_points_location_afrin.ma_btali.ain_al_arab.lower_shyookh.sarin.al_bab.a_rima.dayr_hafir.banan.mare.suran.hadher.haritan.tall_ed_daman.al_khafsa.al_malikeyyeh.jawadiyah.amuda.darbasiyah.karama.maadan.sabka.jurneyyeh.mansura.tell_abiad.abu_kamal.jalaa.thiban.basira.deir_ez_zor.kisreh.muhasan,
stop_points_location_afrin.ma_btali.ain_al_arab.lower_shyookh.sarin.al_bab.a_rima.dayr_hafir.eastern_kwaires..tadaf.banan.hajeb.khanaser.aghtrin.azaz.suran.tall_refaat.jarablus.tall_ed_daman.zarbah.abu_qalqal.al_khafsa.maskana.al_hasakeh.ber_al_hulo_al_wardeyyeh.shadadah.al_malikeyyeh.jawadiyah.tal_hmis.ar_raqqa.karama.mansura.ein_issa.abu_kamal.susat.al_mayadin.ashara.thiban.deir_ez_zor.kisreh.tabni.other,
stop_points_location_afrin.ma_btali.ain_al_arab.sarin.al_bab.a_rima.ar_raee.eastern_kwaires..rasm_haram_el_imam.tadaf.banan.hajeb.khanaser.azaz.mare.hadher.haritan.zarbah.markada.tal_tamer.al_malikeyyeh.jawadiyah.amuda.tal_hmis.ras_al_ain.ar_raqqa.maadan.al_thawrah.jurneyyeh.ein_issa.abu_kamal.jalaa.al_mayadin.ashara.basira.kisreh.muhasan.tabni,
stop_points_location_afrin.ma_btali.ain_al_arab.sarin.ar_raee.dayr_hafir.rasm_haram_el_imam.tall_refaat.atareb.hadher.tall_ed_daman.zarbah.abu_qalqal.al_khafsa.al_hasakeh.areesheh.markada.shadadah.amuda.quamishli.maadan.sabka.jurneyyeh.mansura.al_mayadin.basira.deir_ez_zor.khasham.kisreh.sur.tabni,
stop_points_location_afrin.ma_btali.raju.ain_al_arab.lower_shyookh.a_rima.eastern_kwaires..tadaf.banan.khanaser.azaz.mare.nabul.suran.ghandorah.jarablus.haritan.tall_ed_daman.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.shadadah.al_malikeyyeh.amuda.qahtaniyyeh.quamishli.darbasiyah.ar_raqqa.al_thawrah.ein_issa.suluk.tell_abiad.jalaa.susat.al_mayadin.ashara.thiban.basira.deir_ez_zor.sur.tabni.other,
stop_points_location_afrin.ma_btali.raju.sarin.al_bab.a_rima.eastern_kwaires..banan.hajeb.khanaser.azaz.suran.tall_refaat.ghandorah.atareb.zarbah.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.markada.amuda.quamishli.darbasiyah.maadan.al_thawrah.jurneyyeh.mansura.ein_issa.tell_abiad.hajin.jalaa.al_mayadin.thiban.basira.deir_ez_zor.tabni,
stop_points_location_afrin.ma_btali.raju.sharan.lower_shyookh.sarin.al_bab.a_rima.ar_raee.rasm_haram_el_imam.tadaf.as_safira.banan.hajeb.mare.suran.jarablus.atareb.haritan.jebel_saman.abu_qalqal.menbij.al_hasakeh.ber_al_hulo_al_wardeyyeh.markada.al_malikeyyeh.darbasiyah.ras_al_ain.ar_raqqa.jurneyyeh.mansura.suluk.tell_abiad.abu_kamal.jalaa.susat.thiban.basira.khasham.tabni,
stop_points_location_afrin.ma_btali.raju.sharan.sheikh_el_hadid.ain_al_arab.a_rima.as_safira.banan.hajeb.khanaser.aghtrin.mare.suran.ghandorah.daret_azza.zarbah.al_khafsa.menbij.al_hasakeh.areesheh.markada.shadadah.tal_tamer.jawadiyah.ya_robiyah.qahtaniyyeh.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.karama.maadan.mansura.tell_abiad.jalaa.susat.al_mayadin.ashara.basira.deir_ez_zor.khasham.muhasan.tabni,
stop_points_location_afrin.ma_btali.raju.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.sarin.rasm_haram_el_imam.as_safira.azaz.ghandorah.jarablus.daret_azza.haritan.jebel_saman.tall_ed_daman.al_khafsa.al_hasakeh.ber_al_hulo_al_wardeyyeh.hole.shadadah.tal_tamer.jawadiyah.qahtaniyyeh.quamishli.darbasiyah.ar_raqqa.al_thawrah.jurneyyeh.mansura.ein_issa.tell_abiad.hajin.jalaa.ashara.kisreh.muhasan.sur.tabni,
stop_points_location_afrin.ma_btali.sharan.ain_al_arab.sarin.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.hajeb.khanaser.aghtrin.tall_refaat.daret_azza.haritan.jebel_saman.tall_ed_daman.al_khafsa.al_hasakeh.ber_al_hulo_al_wardeyyeh.hole.shadadah.tal_tamer.al_malikeyyeh.darbasiyah.karama.al_thawrah.jurneyyeh.mansura.tell_abiad.jalaa.susat.basira.khasham.kisreh.muhasan.sur.tabni,
stop_points_location_afrin.ma_btali.sharan.lower_shyookh.sarin.ar_raee.rasm_haram_el_imam.banan.khanaser.aghtrin.mare.nabul.haritan.tall_ed_daman.abu_qalqal.al_khafsa.maskana.al_hasakeh.areesheh.hole.tal_tamer.al_malikeyyeh.jawadiyah.ya_robiyah.darbasiyah.karama.sabka.al_thawrah.jurneyyeh.mansura.suluk.abu_kamal.hajin.jalaa.susat.ashara.basira.khasham.muhasan.tabni,
stop_points_location_afrin.ma_btali.sharan.sheikh_el_hadid.lower_shyookh.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.as_safira.khanaser.azaz.tall_refaat.hadher.haritan.jebel_saman.tall_ed_daman.abu_qalqal.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.tal_tamer.al_malikeyyeh.jawadiyah.ya_robiyah.tal_hmis.ras_al_ain.ar_raqqa.maadan.al_thawrah.jurneyyeh.mansura.suluk.tell_abiad.abu_kamal.hajin.jalaa.susat.al_mayadin.ashara.thiban.kisreh.sur.tabni,
stop_points_location_afrin.ma_btali.sheikh_el_hadid.a_rima.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.banan.aghtrin.mare.nabul.suran.tall_refaat.ghandorah.jarablus.atareb.daret_azza.hadher.tall_ed_daman.zarbah.maskana.areesheh.ber_al_hulo_al_wardeyyeh.markada.shadadah.tal_tamer.jawadiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.sabka.jurneyyeh.ein_issa.hajin.kisreh.muhasan.sur,
stop_points_location_afrin.ma_btali.sheikh_el_hadid.ain_al_arab.lower_shyookh.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.hajeb.azaz.mare.nabul.haritan.tall_ed_daman.zarbah.al_khafsa.menbij.al_hasakeh.markada.al_malikeyyeh.qahtaniyyeh.quamishli.ras_al_ain.karama.maadan.sabka.al_thawrah.jurneyyeh.mansura.ein_issa.tell_abiad.hajin.al_mayadin.thiban.deir_ez_zor.kisreh.tabni.other,
stop_points_location_afrin.raju.ain_al_arab.a_rima.rasm_haram_el_imam.as_safira.banan.hajeb.khanaser.azaz.mare.nabul.suran.tall_refaat.atareb.hadher.haritan.jebel_saman.zarbah.abu_qalqal.ber_al_hulo_al_wardeyyeh.hole.ya_robiyah.quamishli.ras_al_ain.karama.jurneyyeh.mansura.ein_issa.tell_abiad.abu_kamal.hajin.susat.thiban.basira.kisreh.muhasan.tabni.other,
stop_points_location_afrin.raju.sharan.ain_al_arab.lower_shyookh.dayr_hafir.eastern_kwaires..tadaf.as_safira.aghtrin.mare.tall_refaat.ghandorah.jarablus.atareb.hadher.jebel_saman.tall_ed_daman.zarbah.abu_qalqal.al_khafsa.maskana.menbij.al_hasakeh.areesheh.markada.shadadah.al_malikeyyeh.jawadiyah.quamishli.darbasiyah.ar_raqqa.karama.sabka.al_thawrah.ein_issa.suluk.ashara.deir_ez_zor.khasham.kisreh,
stop_points_location_afrin.raju.sharan.sheikh_el_hadid.ain_al_arab.al_bab.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.banan.khanaser.aghtrin.nabul.tall_refaat.daret_azza.haritan.tall_ed_daman.al_khafsa.menbij.al_hasakeh.hole.tal_tamer.jawadiyah.quamishli.tal_hmis.ras_al_ain.sabka.al_thawrah.suluk.hajin.al_mayadin.ashara.thiban,
stop_points_location_afrin.raju.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.al_bab.rasm_haram_el_imam.banan.hajeb.suran.tall_refaat.atareb.daret_azza.jebel_saman.tall_ed_daman.abu_qalqal.al_khafsa.maskana.al_hasakeh.markada.shadadah.tal_tamer.al_malikeyyeh.tal_hmis.maadan.ein_issa.tell_abiad.hajin.ashara.thiban.deir_ez_zor.khasham.muhasan.sur.tabni.other,
stop_points_location_afrin.raju.sharan.sheikh_el_hadid.lower_shyookh.sarin.a_rima.dayr_hafir.eastern_kwaires..tadaf.as_safira.banan.khanaser.aghtrin.azaz.mare.nabul.tall_refaat.ghandorah.jarablus.atareb.jebel_saman.tall_ed_daman.al_khafsa.maskana.al_hasakeh.shadadah.al_malikeyyeh.qahtaniyyeh.quamishli.darbasiyah.ras_al_ain.karama.maadan.sabka.al_thawrah.jurneyyeh.mansura.ein_issa.al_mayadin.ashara.khasham.kisreh.sur,
stop_points_location_afrin.raju.sharan.sheikh_el_hadid.lower_shyookh.sarin.al_bab.a_rima.ar_raee.dayr_hafir.as_safira.banan.hajeb.aghtrin.azaz.tall_refaat.ghandorah.zarbah.al_khafsa.menbij.al_hasakeh.areesheh.markada.quamishli.darbasiyah.ar_raqqa.karama.maadan.sabka.al_thawrah.jurneyyeh.ein_issa.hajin.jalaa.al_mayadin.ashara.basira.muhasan.sur.tabni.other,
stop_points_location_afrin.raju.sheikh_el_hadid.sarin.a_rima.ar_raee.dayr_hafir.eastern_kwaires..as_safira.banan.khanaser.azaz.mare.suran.ghandorah.daret_azza.zarbah.hole.markada.tal_tamer.al_malikeyyeh.jawadiyah.ya_robiyah.amuda.quamishli.maadan.jurneyyeh.mansura.ein_issa.abu_kamal.hajin.jalaa.al_mayadin.ashara.thiban.deir_ez_zor.khasham.kisreh.muhasan.other,
stop_points_location_afrin.sharan.ain_al_arab.al_bab.a_rima.ar_raee.dayr_hafir.rasm_haram_el_imam.tadaf.as_safira.banan.hajeb.aghtrin.azaz.mare.jarablus.hadher.tall_ed_daman.abu_qalqal.al_khafsa.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.markada.shadadah.tal_tamer.qahtaniyyeh.tal_hmis.ar_raqqa.maadan.sabka.hajin.susat.thiban.kisreh.muhasan.sur.other,
stop_points_location_afrin.sharan.sheikh_el_hadid.a_rima.dayr_hafir.tadaf.banan.hajeb.azaz.nabul.ghandorah.hadher.haritan.tall_ed_daman.al_khafsa.tal_tamer.jawadiyah.ya_robiyah.qahtaniyyeh.tal_hmis.darbasiyah.ar_raqqa.maadan.al_thawrah.mansura.tell_abiad.abu_kamal.jalaa.susat.ashara.thiban.deir_ez_zor.sur.other,
stop_points_location_afrin.sharan.sheikh_el_hadid.al_bab.a_rima.tadaf.as_safira.banan.hajeb.khanaser.aghtrin.nabul.tall_refaat.ghandorah.atareb.hadher.zarbah.abu_qalqal.al_khafsa.menbij.areesheh.hole.markada.shadadah.tal_tamer.ya_robiyah.quamishli.darbasiyah.ras_al_ain.ar_raqqa.karama.sabka.jurneyyeh.ein_issa.suluk.tell_abiad.susat.al_mayadin.thiban.deir_ez_zor.khasham.other,
stop_points_location_afrin.sheikh_el_hadid.al_bab.a_rima.dayr_hafir.rasm_haram_el_imam.tadaf.as_safira.banan.khanaser.aghtrin.azaz.mare.nabul.suran.haritan.jebel_saman.tall_ed_daman.zarbah.maskana.ber_al_hulo_al_wardeyyeh.tal_tamer.ya_robiyah.quamishli.darbasiyah.karama.al_thawrah.mansura.tell_abiad.hajin.susat.al_mayadin.khasham.kisreh.muhasan.sur.tabni.other,
